ticker;empresa;cnpj;codigo_cvm;setor;segmento;sede;descricao
BMGB4;BANCO BMG S.A.;61.186.680/0001-74;61186.0;Intermediários Financeiros;Bancos;Avenida Presidente Juscelino Kubitschek, N 1830, 10, 11, 13 E 14 Andares - Parte Cond Ed S Luiz, Vila Nova Conceicao, SAO PAULO, SAO PAULO, 04.543-000 BR;O Banco BMG SA é uma instituição financeira sediada no Brasil. Ele fornece aos clientes uma variedade de produtos e serviços. Sua oferta de varejo inclui cartão de crédito consignado, empréstimo direto por dívida, exclusivo para aposentados e pensionistas da previdência social e pensionistas e servidores públicos, crédito digital pessoal e seguro de varejo por meio de uma parceria. Para clientes corporativos, o Banco oferece serviços financeiros estruturados, instrumentos derivativos e seguros de garantia para empresas de médio e grande porte. Também fornece produtos de investimento de renda fixa para todos os clientes. Opera através de um número diversificado de canais de vendas, tanto físicos quanto digitais, como banco digital, agências bancárias, correspondentes bancários, entre outros.
"BMIN3;BMIN4";BANCO MERCANTIL DE INVESTIMENTOS S.A.;34.169.557/0001-72;;Intermediários Financeiros;Bancos;Rua Rio de Janeiro, 654 14 andar, Centro, BELO HORIZONTE, MINAS GERAIS, 30.160-912 BR;O Banco Mercantil de Investimentos S.A. é uma empresa brasileira que atua no setor financeiro. O Banco se dedica sobretudo ao financiamento de capital para atividades produtivas em projetos de curto, médio e de longo prazo. Em 31 de dezembro de 2011, o Banco era controlado pelo Banco Mercantil do Brasil S.A.
BNBR3;BANCO DO NORDESTE DO BRASIL S.A.;07.237.373/0001-20;;Intermediários Financeiros;Bancos;Av. Dr. Silas Munguba 5.700, Passare, FORTALEZA, CEARA, 60.743-902 BR;"O Banco do Nordeste do Brasil S.A. é um banco regional de desenvolvimento com sede no Brasil. O Banco organiza seus negócios em duas divisões operacionais: segmento de Portfólio próprio, que inclui produtos e serviços de seu próprio portfólio, como operações de crédito, gestão de fundos e outros serviços; e o segmento Fundo Constitucional para o Financiamento do Nordeste, que compreende operações de crédito e serviços de gestão no portfólio do Fundo Constitucional para o Financiamento do Nordeste. O Banco presta serviços bancários pessoais e corporativos, incluindo crédito pessoal, gestão de portfólio, uma variedade de serviços de financiamento, banco de investimento e apólices de seguro de vida, para automóveis e imobiliário, entre outros. Além disso, o Banco gerencia operações do Programa Nacional de Fortalecimento da Agricultura Familiar (PRONAF). Em 31 de dezembro de 2011, o Banco possuía 187 agências em 1.990 municípios do Brasil."
"BPAC11;BPAC3;BPAC5";BANCO BTG PACTUAL S.A.;30.306.294/0001-45;18945.0;Intermediários Financeiros;Bancos;Praia de Botafogo, 501, 5 e 6 andares, Botafogo, RIO DE JANEIRO, RIO DE JANEIRO, 22.250-040 BR;O Banco BTG Pactual SA, anteriormente Banco UBS Pactual SA, é uma empresa sediada no Brasil que atua principalmente no setor de serviços financeiros. As unidades de negócios da Empresa incluem Banco de Investimento (serviços de consultoria financeira e de mercados de capitais), Empréstimos Corporativos e de Pequenas e Médias Empresas (SME) (financiamento, crédito estruturado e empréstimos garantidos para empresas), Vendas e Negociação (produtos e serviços financeiros, como corretagem e compensação), bem como Gerenciamento de Ativos, Gerenciamento de Patrimônio e Banco ao Consumidor (gerenciamento de recursos, gerenciamento de investimentos e serviços de planejamento financeiro). Por meio do BTG Pactual, uma plataforma de serviços financeiros, a Companhia fornece soluções personalizadas de investimento, consultoria financeira e serviços de mercado de capitais para corporações, investidores institucionais e indivíduos de alto patrimônio líquido em toda a América Latina e no mundo.
BPAN4;BANCO PAN;59.285.411/0001-13;59285.0;Intermediários Financeiros;Bancos;Avenida Paulista, 1374 16 andar, Bela Vista, SAO PAULO, SAO PAULO, 01.310-100 BR;O Banco Pan SA, anteriormente Banco Panamericano SA, é um banco comercial com sede no Brasil. A oferta inclui uma gama de serviços, tais como empréstimos pessoais e de automóveis, crédito imobiliário, cartões de crédito, máquinas de ponto de venda (POS), pré-pagamento, educação financeira e vários tipos de seguros. A Companhia atua através de dois segmentos principais: Finanças do Consumidor e Serviços Bancários. O segmento de Finanças do Consumidor fornece aos clientes, por exemplo, crédito pessoal e financiamento de veículos. O segmento de Serviços Bancários é responsável pela prestação de seguros, contas digitais e cartões de crédito. O Banco possui inúmeras subsidiárias, incluindo a Companhia de Securitizacao Brasileira e a Brazilian Finance & Real Estate S.A.
BPAR3;BANCO ESTADO DO PARÁ S.A. – BANPARA;04.913.711/0001-08;;Intermediários Financeiros;Bancos;Av. Presidente Vargas, n 251 4 andar, Campina, BELEM, PARA, 66.010-000 BR;O Banco do Estado do Pará SA - BANPARA (o Banco) é um banco comercial com sede no Brasil. O Banco oferece uma gama de serviços financeiros, tais como contas de poupança, crédito, crédito imobiliário, cartão de crédito, administração de fundos de investimento, seguros de vida e patrimoniais, entre outros. A empresa oferece seus produtos financeiros a clientes individuais, empresas e instituições governamentais. Em 31 de dezembro de 2011, o Banco operava 199 pontos de atendimento em 58 municípios do estado brasileiro do Pará e aproximadamente 32.000 pontos de atendimento em todo o Brasil. O principal acionista do Banco é o governo do estado do Pará.
"BRSR3;BRSR5;BRSR6";BANCO DO ESTADO DO RIO GRANDE DO SUL S.A. – BANRISUL;92.702.067/0001-96;;Intermediários Financeiros;Bancos;Rua Capitao Montanha, 177, Centro, PORTO ALEGRE, RIO GRANDE DO SUL, 90.018-900 BR;O Banco do Estado do Rio Grande do Sul S.A. é um banco comercial brasileiro que presta serviços bancários pessoais e corporativos. O Banrisul oferece uma variedade de produtos e serviços financeiros, como empréstimos pessoais e imobiliários, cartões de crédito e de débito, corretagem de títulos, gestão de portfólio, locação de veículos e equipamentos, serviços de investimento, apoio ao comércio internacional, e seguros de vida e patrimonial, entre outros.
"BSLI3;BSLI4";BANCO DE BRASILIA S.A. – BRB;00.000.208/0001-00;;Intermediários Financeiros;Bancos;SAUN Quadra 5 lote C bloco C 17 andar CNC, Asa Norte, BRASILIA, DISTRITO FEDERAL, 70.040-250 BR;"O BRB-Banco de Brasília SA, anteriormente Banco Regional de Brasília SA, é uma agência governamental sediada no Brasil. A Companhia concede créditos e empréstimos, recebe depósitos de clientes, incluindo contas correntes, contas de poupança e depósitos a prazo; fornece métodos de pagamento e investimentos. Atende clientes individuais e corporativos de todos os portes, além de entidades federais, como estados e municípios brasileiros. A oferta do BRB-Banco de Brasília inclui crédito agrícola - o Banco investe em melhorias, máquinas e equipamentos, financia custos de produção, compra de animais e outros investimentos. O Banco tem agências em estados como Rio de Janeiro, São Paulo, Mato Grosso, Mato Grosso do Sul, Goiás, Minas Gerais, Bahia e Paraíba."
"ITUB3;ITUB4";ITAÚ UNIBANCO HOLDING S.A.;60.872.504/0001-23;17663.0;Intermediários Financeiros;Bancos;Praca Alfredo Egydio de Souza Aranha, 100, T. Olavo Setubal, Piso Itau Unibanco, Parque Jabaquara, SAO PAULO, SAO PAULO, 04.344-902 BR;O Itau Unibanco Holding SA, anteriormente Banco Frances e Brasileiro SA, é uma provedora brasileira de serviços e produtos bancários e não bancários diversificados. As atividades da Companhia estão divididas em três segmentos de negócios: Varejo, Negócios por Atacado e Atividades com o Mercado e Corporações. A oferta do segmento de Negócios de Varejo inclui empréstimos pessoais, cartões de crédito, empréstimos deduzidos da folha de pagamento, financiamento de veículos, empréstimos hipotecários, seguros, planos de pensões e produtos de obrigações premium. O segmento de Negócios por Atacado oferece serviços e produtos para clientes bancários privados, como gestão de ativos, soluções de mercado de capitais, atividades bancárias corporativas e de investimento. As atividades com o segmento de Negócios Mercado e Corporações gerenciam os rendimentos de juros associados ao superávit de capital da Companhia, superávit de dívida subordinado e saldo líquido de créditos fiscais e débitos. O Itau Unibanco Holding atende pessoas físicas e clientes corporativos.
"MERC3;MERC4";CREDITAQUI FINANCEIRA S.A. – CRÉDITO FINANCIAMENTO;33.040.601/0001-87;;Intermediários Financeiros;Soc. Crédito e Financiamento;Rua Ministro Orozimbo Nonato, 215 15 andar, Vila da Serra, NOVA LIMA, MINAS GERAIS, 34.006-053 BR;Mercantil Financeira SA Credito Financiamento e Investimento, formerly Creditaqui Financeira SA - Credito Financiamento e Investimento é uma instituição financeira com sede no Brasil. As atividades da Companhia estão divididas em dois segmentos: Operações de crédito, que se concentram principalmente na concessão de crédito direto aos consumidores e empréstimos de folha de pagamento a servidores públicos federais e beneficiários do Instituto Nacional de Segurança Social (INSS), bem como transações de Valores Mobiliários e Instrumentos Financeiros, responsáveis pela gestão e manutenção de caixa, predominantemente em transações interbancárias. A Mercantil Financeira SA possui duas subsidiárias, Domo Digital Tecnologia SA e Mercantil Administracao e Corretores de Seguros SA.
"PINE3;PINE4";BANCO PINE S.A.;62.144.175/0001-20;62144.0;Intermediários Financeiros;Bancos;Av. Presidente Juscelino Kubitschek, 1830- Salas 44, 54 e 64 4, 5 e 6 andares, Vila Nova Conceicao, SAO PAULO, SAO PAULO, 04.543-000 BR;O BANCO PINE S.A. é um banco sediado no Brasil, que atua no fornecimento de produtos bancários comerciais. Especializa-se no fornecimento de serviços financeiros para empresas, como vários tipos de crédito, cartões de crédito, financiamento do comércio, garantias, banco de investimento, ativos e gestão de patrimônio, serviços de consultoria financeira, produtos de tesouraria e fundos de pensão, dentre outros. Em 31 de dezembro de 2011, a empresa tinha várias subsidiárias, inclusive a Pine Investimentos Distribuidora de Títulos e Valores Mobiliários Ltda. (Pine Investimentos), a BP Empreendimentos e Participações S.A. (BP Empreendimentos), a BP Promotora de Serviços Bancários Ltda. (BP Promotora), a Pine Corretora de Seguros Ltda. (Pine Corretora) e a Pine Assessoria e Consultoria Ltda. (Pine Assessoria).
"RPAD3;RPAD5;RPAD6";ALFA HOLDINGS S.A;17.167.396/0001-69;;Intermediários Financeiros;Bancos;Alameda Santos, 466 2 andar, Cerqueira Cesar, SAO PAULO, SAO PAULO, 01.418-000 BR;"A ALFA HOLDINGS S.A., anteriormente Real S.A. Participações e Administração, é uma holding brasileira dedicada aos setores financeiro, de seguros, de tecnologia da informação (TI) e de serviços de dados, entre outros. Em 31 de dezembro de 2011, possuía participações em diversas empresas, incluindo o BANCO ALFA DE INVESTIMENTO S.A., que oferece uma variedade de produtos e serviços financeiros, incluindo gestão de portfólio, gestão de capital de giro, serviços comerciais, operações de tesouraria, garantias bancárias, administração terceirizada e private banking; a Financeira Alfa S.A. - Crédito Financiamento e Investimentos, que fornece crédito ao consumidor e crédito consignado; a Alfa Previdência e Vida S.A. e a Alfa Seguradora S.A., que oferecem vários tipos de seguros; a Metro Tecnologia Informática Ltda. e a Metro Dados Ltda., que prestam serviços de desenvolvimento de sistemas de computação e de processamento de dados; e a Alfa Corretora de Câmbio e Valores Mobiliários S.A., que se dedica à corretagem e troca de valores mobiliários, entre outras."
"SANB11;SANB3;SANB4";BANCO SANTANDER (BRASIL) S.A.;90.400.888/0001-42;1170.0;Intermediários Financeiros;Bancos;Avenida Presidente Juscelino Kubitschek, n 2041 CJ 281, Bloco A, Vila Nova Conceicao, SAO PAULO, SAO PAULO, 04.543-011 BR;O Banco Santander Brasil SA (Cayman Islands Branch) é uma empresa sediada nas Ilhas Cayman. A Companhia operou como uma filial do Banco Santander Brasil SA no Brasil, que fornece serviços bancários comerciais.
DXCO3;DEXCO S.A.;97.837.181/0001-47;97837.0;Madeira e Papel;Madeira;Avenida Paulista 1938 - 5 andar, Bela Vista, SAO PAULO, SAO PAULO, 01.310-942 BR;"A Dexco SA, anteriormente conhecida como Duratex SA, é uma empresa sediada no Brasil que atua principalmente na fabricação de painéis de madeira. A empresa atua em três segmentos de negócios: Madeira, Deca e Azulejos Cerâmicos. A divisão de madeira é responsável pela produção de painéis de painéis duros; painéis de partículas de média densidade (MDP); painéis de painéis de fibras de média, alta e super densidade (MDF, HDF e SDF); pisos laminados, denominados Durafloor, e componentes para a indústria moveleira. A divisão Deca centra-se na produção de produtos sanitários de cerâmica e metal sob as marcas Deca e Hydra. A divisão Cerâmica Telhas produz porcelanas polidas, revestimentos especiais e outros azulejos sob as marcas Ceusa e Portinari. A empresa opera instalações industriais e filiais comerciais no Brasil, Colômbia, Peru e Estados Unidos, entre outros."
"EUCA3;EUCA4";EUCATEX S.A. INDÚSTRIA E COMÉRCIO;56.643.018/0001-66;;Madeira e Papel;Madeira;Av. Juscelino Kubitschek, 1830 11 andar,Torre I, Vila Olimpia, SAO PAULO, SAO PAULO, 04.543-900 BR;A EUCATEX S.A. INDÚSTRIA E COMÉRCIO é uma empresa brasileira que se dedica essencialmente à fabricação de painéis de madeira e tintas. A Empresa produz e comercializa painéis prensados, painéis de fibra de média densidade (MDF), MDF fino de alta densidade (THDF), aglomerado de densidade média (MDP), piso laminado e portas, entre outros. Através de suas subsidiárias, a Empresa também atua na produção e venda de tintas decorativas e vernizes, atividades florestais e distribuição de energia elétrica. Em 31 de dezembro de 2011, a Empresa operava quatro unidades industriais e aproximadamente 45.400 hectares de floresta localizados no estado brasileiro de São Paulo. Em 31 de dezembro de 2011, as subsidiárias diretas da Empresa eram a Eucatex Tintas e Vernizes Ltda., a Eucatex Distribuidora de Solventes Ltda., a Eucatex of North America Inc, Tamboré Ind e Com Prod Met Ltda., Eucatex Comercial e Logística Ltda., Novo Prisma Agro-Florestal Ltda., Eucatex Imobiliária Ltda. e ECTX SA.
"KLBN11;KLBN3;KLBN4";KLABIN S.A.;89.637.490/0001-45;19682.0;Madeira e Papel;Papel e Celulose;Avenida Brigadeiro Faria Lima, 3600, 3, 4 E 5 Andares, Itaim Bibi, SAO PAULO, SAO PAULO, 04.538-132 BR;A KLABIN S.A., junto com suas subsidiárias, atua em segmentos da indústria atendendo mercados nacionais e estrangeiros, fornecendo madeira, papel para embalagens, sacos de papel e caixas de papelão ondulado. Os segmentos operacionais da Empresa incluem os segmentos Florestal, Papel, Conversão e Celulose. O segmento Florestal envolve operações de plantio e cultivo de pinus e eucaliptos para abastecimento de fábricas de papel da Empresa. O segmento Florestal envolve também a venda de madeira (toras) a terceiros no mercado interno. O segmento de Papel envolve principalmente a produção e venda de papelão, papel para embalagem e rolos de papel reciclado nos mercados interno e externo. O segmento de Conversão envolve a produção e venda de caixas de papelão ondulado, cartão ondulado e sacos industriais nos mercados interno e externo. O segmento de Celulose envolve a operação do Projeto Puma.
SUZB3;SUZANO S.A.;16.404.287/0001-55;4693.0;Madeira e Papel;Papel e Celulose;Av. Professor Magalhaes Neto,1752 - 10 andar, Salas 1009/1010/1011, Pituba, SALVADOR, BAHIA, 41.810-012 BR;A Suzano SA, antiga Suzano Papel e Celulose SA, é uma empresa florestal sediada no Brasil. É um desenvolvedor de produtos feitos de florestas de eucalipto e um produtor verticalmente integrado de celulose e papel de eucalipto na América Latina. Seu objetivo é fabricar, comercializar, importar e exportar celulose, papel e outros produtos. O portfólio de produtos da empresa inclui papel de impressão e escrita revestidos e não revestidos, cartão, papel tissue, celulose de mercado e celulose fluff. As operações da Suzano são divididas em dois segmentos: Celulose e Papel. O segmento de Celulose inclui a produção e comercialização de celulose de eucalipto para o mercado externo, com o excedente destinado ao mercado interno, enquanto o segmento Papel abrange as atividades de produção e venda de papelão e tecidos não revestidos e revestidos. A Companhia possui inúmeras subsidiárias, incluindo o Terminal de Celulose de Santos Spe SA, FuturaGene Biotechnology Shanghai Co Ltd e a Suzano Pulp and Paper Europe SA.
AERI3;AERIS INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS DE GERAÇÃO DE ENERGIA S/A;12.528.708/0001-07;;Máquinas e Equipamentos;Máq. e Equip. Industriais;Rod. CE-155, s/n, km 02, Complexo Industrial e Portuario do Pecem, CAUCAIA, CEARA, 61.680-000 BR;A Aeris Indústria e Comércio de Equipamentos para Geração de Energia SA (Aeris) é uma fabricante brasileira de pás para turbinas eólicas. A Companhia se dedica ao projeto, prototipagem, produção, instalação, venda, montagem, transporte, construção e comercialização de pás para geradores eólicos, bem como peças, componentes, sistemas e equipamentos relacionados. Além disso, a Aeris oferece serviços de reparo, inspeção, manutenção geral e assistência técnica relacionados com pás de rotores de turbinas eólicas. A Companhia opera duas unidades produtivas localizadas no estado do Ceará. A carteira de clientes da Firma inclui Vestas Wind Systems AS, Nordex Energy GmbH e WEG Equipamentos Eletricos S.A, entre outros.
"BDLL3;BDLL4";BARDELLA S.A. INDÚSTRIAS MECÂNICAS;60.851.615/0001-53;;Máquinas e Equipamentos;Máq. e Equip. Industriais;Av. Antonio Bardella,525, Cumbica, GUARULHOS, SAO PAULO, 07.220-902 BR;"A Bardella SA Indústrias Mecânicas em Recuperação Judicial é uma empresa brasileira que atua principalmente na produção de equipamentos industriais e perfis de aço, no setor de bens industriais. Sua principal atividade é a fabricação de bens de capital sob encomenda, operando em todas as fases da produção, desde o desenvolvimento do projeto até a entrega e operação ao cliente. Além disso, a Empresa realiza reformas, melhorias, industrialização e serviços de reparo. A Empresa opera em dois segmentos: o segmento de Mecânica, que corresponde à fabricação de equipamentos sob encomenda; e o segmento de Serviços, que engloba a execução de diversos serviços."
"EALT3;EALT4";ELECTRO ACO ALTONA S.A.;82.643.537/0001-34;;Máquinas e Equipamentos;Máq. e Equip. Industriais;Rua Eng. Paul Werner 925,CONTABILIDADE, itoupava Seca, BLUMENAU, SANTA CATARINA, 89.030-900 BR;A Electro Aço Altona S.A é uma empresa brasileira dedicada essencialmente à fabricação de peças fundidas de aço. A Empresa atua na fabricação de peças fundidas de aço para diversas indústrias, como a automotiva, da construção, mineração, transporte pesado, geração de energia, e do setor petroleiro e metalúrgico. O portfólio de produtos da Empresa é composto por peças fundidas feitas de aço carbono e aço de baixa, média e alta liga, entre outros. A Empresa divide seus negócios em dois setores: Repetitivo e Personalizado. O setor Repetitivo é responsável pela produção em série de itens para montadoras de equipamentos autopropulsores, incluindo clientes que atuam no segmento de máquinas para construção e mineração. O setor Personalizado produz conjuntos e peças personalizadas.
FRIO3;METALFRIO SOLUTIONS S.A.;04.821.041/0001-08;;Máquinas e Equipamentos;Máq. e Equip. Industriais;AV. ABRAHAO GONCALVES BRAGA, 412,KM 12,5 Via Anchieta, Vila Livieiro, SAO PAULO, SAO PAULO, 04.186-220 BR;A METALFRIO SOLUTIONS S.A. é uma empresa estabelecida no Brasil, que atua na produção de refrigeradores e freezers plug-in comerciais. As atividades da empresa são divididas em dois segmentos de negócios: produtos e serviços. A divisão de produtos é responsável pela fabricação e venda de refrigeradores e freezers domésticos e comerciais. A divisão de serviços concentra-se na manutenção e assistência técnica dos produtos, venda de peças sobressalentes a revendedores autorizados e clientes dos produtos, além de serviços logísticos. A empresa distribui produtos sob várias marcas, como Metalfrio, Derby, Caravell e Klimasan. Opera fábricas na Europa e nas Américas. As subsidiárias da empresa incluem a Metalfrio Solutions Sogutma Sanayi ve Ticaret Anonim Sirket, Metalfrio Solutions Inc, Begur Transportes Rodoviários, Logística e Serviços Ltda. e Metalfrio Solutions México SA de CV.
"INEP3;INEP4";INEPAR S.A. INDÚSTRIA E CONSTRUÇÕES;76.627.504/0001-06;;Máquinas e Equipamentos;Máq. e Equip. Industriais;Alameda Dr. Carlos de Carvalho n 373,Cjto. 1101 11 andar, Centro, CURITIBA, PARANA, 80.410-180 BR;"A Inepar SA Industria e Construcoes em Recuperacao Judicial é uma empresa brasileira. A Companhia está envolvida na criação de soluções integradas, fabricação e fornecimento de equipamentos e serviços para geração, transmissão, distribuição e consumo de energia elétrica; exploração e processamento de petróleo e gás; infraestrutura para movimentação de cargas; transporte ferroviário e metropolitano; implantação e expansão de sistemas de infraestrutura de telecomunicações; participação em consórcios e outras empresas, tanto nacional como internacional, como sócio ou acionista. Estas atividades são realizadas diretamente pela Empresa ou através de empresas controladas ou afiliadas. Além disso, parte da história da Companhia envolve a busca de novos parceiros e mercados, e neste momento, busca parcerias nas áreas de saneamento, manutenção de equipamentos de transporte ferroviário, entre outros."
KEPL3;KEPLER WEBER S.A.;91.983.056/0001-69;91983.0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Rua do Rocio n 84, 3 andar, Vila Olimpia, SAO PAULO, SAO PAULO, 04.552-000 BR;A Kepler Weber S.A., anteriormente Kepler Weber S.A. Indústria Comércio Importação e Exportação, é uma empresa brasileira que se dedica essencialmente à produção de sistemas de armazenamento de grãos. Através de suas subsidiárias, a Empresa atua no desenvolvimento, fabricação e distribuição de equipamentos para armazenamento e conservação de grãos. O portfólio da Empresa inclui silos metálicos, com fundo em forma de funil ou plano, secadores, máquinas de limpeza e pré-limpeza de grãos e transportadores de grãos, entre outros. A Empresa também desenvolve e produz sistemas e equipamentos para terminais portuários e estocagem de malte. Além disso, a Kepler Weber fornece peças de reposição e serviços de reparação e manutenção para seus produtos. Em 31 de dezembro de 2011, as subsidiárias da Empresa eram a Kepler Weber Industrial S.A. e a Kepler Weber Peças e Serviços Ltda.
"MTSA3;MTSA4";METISA METALURGICA TIMBOENSE S.A.;86.375.425/0001-09;;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas;Rua Fritz Lorenz, 2442, Distrito Industrial, TIMBO, SANTA CATARINA, 89.120-000 BR;A METISA Metalúrgica Timboense S.A. é uma empresa brasileira dedicada essencialmente à produção de peças de aço para máquinas industriais e agrícolas. Os produtos da Empresa incluem peças para equipamentos agrícolas, peças para tratores, lâminas para o setor da construção, lâminas para corte de pedras, acessórios ferroviários, itens para equipamentos rodoviários, arruelas, ferramentas manuais, acessórios para caminhões e outros produtos de aço. O processo de fabricação consiste no processamento a quente do aço, tratamento térmico e operações de acabamento. A Metisa vende seus produtos para outras empresas, que os utilizam para produzir máquinas, como também para o mercado de peças de reposição. Em 31 de dezembro de 2011, a Empresa detinha integralmente a METISA Florestal e Energética S.A., que se dedica ao reflorestamento e à exploração comercial de produtos florestais.
PTCA3;PRATICA PRODUTOS S.A.;08.574.411/0001-00;;Máquinas e Equipamentos;Máq. e Equip. Industriais;Rodovia BR 459, km 101, POUSO ALEGRE, MINAS GERAIS BR;"A Pratica Produtos SA é uma empresa brasileira que atua na indústria de fabricantes industriais. A empresa projeta, produz, fabrica, comercializa e distribui fornos comerciais e industriais. A Pratica fabrica uma variedade de fornos, incluindo fornos de velocidade (linha expressa e pizza overs), bem como fornos de panificação (linha Miniconv, linha HPE e revisores). A empresa também produz congeladores, que fornecem soluções em congelamento, resfriamento, aquecimento e armazenamento de produtos alimentícios. As operações da Pratica estão divididas em três segmentos: Pratica TechniCook, que produz e comercializa fornos e equipamentos voltados para o mercado gastronômico; Pratica TechniPan, que produz e vende fornos e equipamentos voltados para o mercado de panificação, bem como a Klimaquip, que atua na produção e venda de equipamentos complementares para preservação e congelamento de alimentos. A Companhia distribui e comercializa seus produtos no Brasil, América Latina, América do Norte e Europa."
ROMI3;INDÚSTRIAS ROMI S.A.;56.720.428/0001-63;56720.0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Rodovia Luis de Queiroz (SP 304), s/n, KM 141,5, Dist. Industrial Sul, SANTA BARBARA D'OESTE, SAO PAULO, 13.459-057 BR;"A Romi SA, anteriormente Industrias Romi SA, é uma fabricante brasileira de máquinas-ferramentas e equipamentos de processamento de plástico. As operações da empresa são organizadas em três unidades de negócio: Máquinas ROMI, que compreende linhas de Máquinas-Ferramentas e Máquinas para Processamento de Plástico; a unidade de Máquinas Burkhardt Weber, que inclui centros de usinagem horizontais e máquinas para aplicações especiais, bem como a unidade de Castings e Peças usinadas, capaz de produzir aproximadamente 50 000 toneladas/ano de peças de ferro cinza, nodular ou vermicular. A empresa fornece indústrias como fabricação de componentes automotivos, bens de consumo, máquinas e implementos agrícolas, educação, máquinas e equipamentos industriais. A Romi SA exporta seus produtos para todos os continentes."
"SHUL3;SHUL4";SCHULZ S.A.;84.693.183/0001-68;;Máquinas e Equipamentos;Motores , Compressores e Outros;Rua: Dona Francisca, 6901, Distrito Industrial, JOINVILLE, SANTA CATARINA, 89.219-600 BR;"A Schulz S.A. é uma empresa brasileira dedicada à produção de máquinas e equipamentos industriais. A Empresa divide seu negócio em dois segmentos: a Divisão de Compressores e a Divisão Automotiva. A carteira de produtos da Empresa inclui produtos metalúrgicos; compressores de ar em geral; compressores de ar e bombas a vácuo para o setor de saúde; ferramentas manuais pneumáticas e elétricas; ferramentas manuais para aperto, fixação e corte; máquinas, ferramentas, utensílios e acessórios para pulverização e trabalho em metais; materiais para escavação e penetração do solo; limpadores à água sob pressão; bombas e motobombas para bombeamento de água, e equipamentos mecânicos, hidráulicos e elétricos, entre outros. A Empresa também atua na comercialização de óleos lubrificantes e graxas. Além disso, ela presta serviços de corte e pintura de peças fundidas, bem como serviços de instalação, manutenção, assistência técnica e aluguel de produtos da Empresa."
"TASA3;TASA4";TAURUS ARMAS S.A.;92.781.335/0001-02;;Máquinas e Equipamentos;Armas e Munições;Avenida Sao Borja 2181/Predio A, Fazenda Sao Borja, SAO LEOPOLDO, RIO GRANDE DO SUL, 93.035-411 BR;A Taurus Armas SA, anteriormente conhecida como Forjas Taurus SA, é uma empresa sediada no Brasil e tem como atividade principal a produção de armas curtas. A Companhia divide seus segmentos operacionais em armas, capacetes e outros. O segmento de armas fabrica e distribui revólveres, pistolas civis e militares e munições, bem como peças de metal personalizadas, como peças de motocicletas. O segmento de capacetes está envolvido na produção de capacetes para motociclistas. O segmento outros inclui a fabricação e comercialização de vidros, produtos plásticos injetados, como recipientes para resíduos, ferramentas para construção, mecânica e jardinagem e Metal Injection Moulding (MIM), utilizados em diversos setores, como automotivo, eletrônico ou petrolífero, entre outros. A Companhia, em conjunto com suas subsidiárias, opera múltiplas unidades fabris localizadas no estado brasileiro do Rio Grande do Sul, no estado do Paraná, no estado da Bahia e nos Estados Unidos.
WEGE3;WEG S.A.;84.429.695/0001-11;5410.0;Máquinas e Equipamentos;Motores , Compressores e Outros;Av. Prefeito Waldemar Grubba,3300, Vila Lalau, JARAGUA DO SUL, SANTA CATARINA, 89.256-900 BR;"A WEG SA é uma holding sediada no Brasil que tem por objetivo principal a fabricação de equipamentos e componentes elétricos. A Companhia atua, juntamente com suas subsidiárias, na fabricação e comercialização de mercadorias, tais como motores elétricos, geradores e transformadores; redutores, redutores de engrenagem, inversores de frequência, motores de partida e dispositivos de manobra; controle e proteção de circuitos elétricos e automação industrial; soluções de tração elétrica (terrestre e marítima); soluções para geração de energia renovável e distribuída, explorando todas as oportunidades em pequenas centrais hidrelétricas e fontes de biomassa térmica, eólica e solar; no-breaks e alternadores para grupos de geradores; subestações elétricas; sistemas de equipamentos elétricos e eletrônicos industriais e tintas e vernizes industriais. Atua no Brasil, Argentina, México, Estados Unidos, Portugal, Áustria, África do Sul, Índia e China. Opera por meio da Bluffton Motor Works LLC."
"SNSY3;SNSY5;SNSY6";SANSUY S.A. INDÚSTRIA DE PLÁSTICOS;14.807.945/0001-24;;Materiais Diversos;Materiais Diversos;Rua dos Plasticos, 761, Area Indl. Leste, CAMACARI, BAHIA, 42.810-240 BR;Sansuy SA Industria de Plasticos em Recuperacao Judicial é uma produtora brasileira de mangueiras resistentes a alta pressão para pulverização agrícola. A empresa está organizada em duas principais unidades de negócios: Plásticos laminados e confecionados de cloreto de polivinilo (PVC), bem como tubos de plástico. Os laminados de PVC são inicialmente fabricados usando o processo de calandragem. O resultado é um produto com uma estrutura reforçada (laminado reforçado) e flexibilidade projetado para várias necessidades, incluindo a fabricação de lonas de vinil e revestimentos para o mercado automotivo. A unidade da empresa em Embu das Artes é responsável pela produção de tubos de polietileno de alta densidade (HDPE) até um diâmetro interno de 3000 mm. Os clientes da Sansuy SA incluem Mercedes Benz, Promo Inflavieis, Weatherhaven e WhiteMartins.
